token,idade,genero,raca_cor_etnia,pcd,uf_onde_mora,vive_no_brasil,pais_onde_mora,nivel_de_ensino,area_de_formacao,situacao_de_trabalho,setor,cargo_atual,nivel_profissional,faixa_salarial,tempo_experiencia_dados,modelo_trabalho_atual,modelo_trabalho_ideal
z2cwyqhln2xsdjwlo7vz2cwyqjk93x1t,42,Feminino,Branca,Não,RJ,True,Brasil,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Educação,Não Informado,Não informado,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
2b0p3wbndhytykve7ux86w5g2b0p3wmw,42,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial
yglcmmqkhljfizixyglbl583ks8f58dx,42,Feminino,Preta,Não,RJ,True,Brasil,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
l0l1c1t36kd0i014qi3l0l1c1t3zuem1,42,Feminino,Branca,Não,Fora do Brasil,False,Irlanda,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2nshvuquigz5kzcux2vdc2nsuj3dagwi,42,Masculino,Parda,Não,SP,True,Brasil,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
cri13rk9pno5lpzcri1ezpjnxiio5pue,42,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
4gpd5w7lii1ns5nuubqgn84gpd5w7gk5,42,Feminino,Parda,Não,SP,True,Brasil,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,Não Informado,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
dd5tjcht986fa5f09cxndd5tjcrsim95,42,Masculino,Parda,Não,SE,True,Brasil,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Educação,Professor/Pesquisador,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
xvcpu2uqxsdwjqi6xvcpjr49pd5n3no3,42,Masculino,Branca,Não,RS,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
ip16k67w7qjkas8yunuip16k66iv9ly5,42,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Outras Engenharias (não inclui dev),Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
fq7gw4m6mgh79a4vfq7gw1qhqe9hv238,42,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Não Informado,Não informado,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
mekeck1xznotm0kbmekec5lig9adhmrq,43,Masculino,Branca,Sim,MG,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
p3x4owb3e0z1rsf87hrp3x4ourxgf00w,43,Masculino,Branca,Não,SP,True,Brasil,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
kwl67bjghcdcikwl6o7tdpxkiz9gzqsh,43,Masculino,Preta,Não,CE,True,Brasil,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Público,Estatístico,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
tgabsp0qkjuqvj4d7tgabspsmz5ukoxj,43,Feminino,Branca,Não,SP,True,Brasil,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
ahyiup6t7v7f0d8ahyiugpgkc5h59lgh,43,Feminino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Não Informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
ze9ef0kwfaxwioi5aru5ka0ze9ef0khw,43,Masculino,Branca,Não,MG,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Não Informado,Não informado,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
a1mxswts7yesl2t7a1mxsgo3idwtisn0,43,Feminino,Branca,Não,PB,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
ekx95f1pkcqfvd5irdc1ekx95i99dtll,43,Masculino,Amarela,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,Não Informado,Não informado,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
g4hhhofhb1ebbudg38g4hhy2qf4491ym,43,Masculino,Branca,Não,RS,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
gmgptflvnipw57ut35jrugmgptflilan,43,Masculino,Parda,Não,MG,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Outra Opção,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo 100% remoto
dtwcc0smlaloa552gvdtwcc0big3hdvc,43,Feminino,Parda,Não,SP,True,Brasil,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Varejo,Outra Opção,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
7du2lx5l0v7q57k67855mrya7du2lebd,43,Masculino,Branca,Não,PR,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor de Energia,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
fc2s3qiu0kh5ka5jfiwmssfc2s3q4463,43,Masculino,Branca,Não,GO,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Imobiliário/ Construção Civil,Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
gcrz3frwedgcr08mxorzkh7twwyk6uke,43,Masculino,Preta,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
r19jv217sm0d57a7idmvt7r8r19jv21f,43,Masculino,Parda,Não,MG,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Não Informado,Pleno,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
g815eecpl5vnf2tsg8151s71gwjmy3gh,43,Masculino,Branca,Sim,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
r65m7t3kejfpaa5r65m74zqnmm7rej97,43,Feminino,Branca,Não,MG,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Agronegócios,Não Informado,Não informado,de R$ 25.001/mês a R$ 30.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo 100% remoto
mnspqr91ixvqdgqw2l2u5mnspqrmzsqr,43,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
siztyxksuvjodvuhgd2wsizt8is384a0,43,Masculino,Parda,Não,PE,True,Brasil,Não tenho graduação formal,Sem graduação formal,Empregado (CLT),Marketing,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo 100% presencial
04jxlpf40t1cow5lm04jdhxs8st1glar,43,Feminino,Branca,Sim,Fora do Brasil,False,Canada,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Somente Estudante (pós-graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
vo21il51tdb6kqnr6ymvo21i2jod4lau,43,Masculino,Branca,Não,SP,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Não Informado,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
hgtw2s5o5vvzr5cbvhgtr5tulkulp1t2,43,Masculino,Branca,Não,DF,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,Não Informado,Não informado,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m5r9he9hjo48fung7e66um5r9heaj3nd,43,Feminino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Não Informado,Não informado,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
68rii2mkbku2azksnyk68rii2izs0869,43,Feminino,Branca,Não,SP,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mv4lbhe49yt3zzdjaw63aumv4lbhe29y,43,Masculino,Parda,Sim,SC,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Alimentício,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
ge51x2w6x44df36ge51x2nq4gasiwbhm,43,Masculino,Branca,Não,SP,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Não Informado,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
owxg2y9mlblvarow6b1iwc86zgyu7u2l,43,Masculino,Branca,Não,DF,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
g0ympxan2ghpxilmvs9g0ympxugw6y1p,43,Masculino,Prefiro não informar,Prefiro não informar,SP,True,Brasil,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
q9z995p26a34nyr6gu5vq9z995p2puch,43,Masculino,Amarela,Não,SP,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Não Informado,Não informado,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
i4746lt04u8arjgi43qx67gpwjadmwn3,43,Masculino,Branca,Não,SP,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
e2ffr25agwo6tk7b0j86hvle2ffr25aq,43,Feminino,Branca,Não,SP,True,Brasil,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Não Informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
9r95odvr9x5wd5rg8w46l9r95odbw7re,43,Masculino,Parda,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
hmgbdnhpojequ3tbwfbhmgbd4fshwr4h,43,Feminino,Branca,Não,Fora do Brasil,False,Nova Zelândia,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Somente Estudante (pós-graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
7pg7zr76th50pcm1rs7pg7ze03wvg3hv,43,Masculino,Parda,Não,Fora do Brasil,False,Portugal,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,Não Informado,Não informado,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
2vuxsn4iusit2vuxvyb1rc2k8nwntos4,43,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Área da Saúde,Não Informado,Não informado,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2me1c65ymwylqmlmlfjk2mebtzxkwihh,43,Feminino,Branca,Não,RS,True,Brasil,Estudante de Graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Servidor Público,Área da Saúde,Outra Opção,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo 100% remoto
mvr43gwa5wnsrqi3kam91zmvr43dq2t4,43,Masculino,Branca,Não,MG,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
x2e7qe5wqqlwg3h5ax2e7dy3mg0mh3da,43,Masculino,Preta,Não,MG,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
ra7vaack7atxmpoolqusmra7vaaaburz,43,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Estatístico,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
jvurnuslzfk5w5zidlcjvurnusje8uoo,43,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,Não Informado,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
sz209f7zvehp60d3t6dm4jsz209fgbq6,43,Masculino,Parda,Não,RJ,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
3bzbjdkplstcg4blw5y3bzbjpgxn2828,43,Masculino,Parda,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
3qiw0fgge0df0j7x3qiw41zdcz8hu8sc,43,Feminino,Parda,Não,SP,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Não Informado,Não informado,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
19pvf80x6yzb2x9mjn19pvqolxesqhc2,43,Masculino,Parda,Não,MT,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Setor Público,Estatístico,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Modelo 100% presencial,Modelo 100% presencial
8jiqqk0f3us32rdm8jiqqk022pppq3v3,43,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2qx83sldyn29dppgd2qx83s6pxovja9z,43,Masculino,Branca,Não,DF,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
vgz8q48yx3c7gk46xiyvgz8015bn3duf,43,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Telecomunicação,Não Informado,Não informado,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9dvjtmvszl29i1jse9dvjtmwgkeyjjil,43,Masculino,Branca,Não,RJ,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,Não Informado,Pleno,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
a6kvfdmynegjd6qza6kvm85y65xd23t8,43,Feminino,Branca,Sim,RS,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,Analista de Suporte/Analista Técnico,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
2015afwjf1kcbo2i7zmz1yvz6omei6di,43,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
2py3nrh9sbgfl4nut4u782py3nrh936v,43,Masculino,Branca,Não,RS,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
3wxf3bcxd5n6l4bfy0q3wxf3b5bbtev0,43,Masculino,Branca,Não,RS,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo 100% presencial
k635bjuqbemj48mtk635bzs6ar3lz2s9,43,Feminino,Branca,Não,SP,True,Brasil,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Indústria,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
pokvpzcqur64d96vpokvpzi3mi7y3btc,43,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Varejo,Não Informado,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ypm8l4kw73mvop1v3r4oypm8l4kdxkrk,43,Masculino,Branca,Não,SP,True,Brasil,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Setor Imobiliário/ Construção Civil,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
7e9t92ajcv4anl6d8sv7e9t92bot810o,43,Masculino,Branca,Não,RS,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
ilgatb934qjaq495v0pd12f9xilgatb9,43,Feminino,Parda,Não,SP,True,Brasil,Pós-graduação,Outra opção,Empregado (CLT),Finanças ou Bancos,Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
i20xyd6cujn397l6cri20xyd6bcq9d9w,43,Masculino,Parda,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Desempregado e não estou buscando recolocação,Setor Automotivo,Analista de Suporte/Analista Técnico,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
hi2v9jpuky4ihi2vfzwdlvtpyty1gn03,43,Masculino,Branca,Não,RS,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
